augmented_constrast_stretching_1,augmented_log_1,augmented_exponencial_1,augmented_laplaciano_1,augmented_media_1,normalized_constrast_stretching_1,normalized_log_1,normalized_exponencial_1,normalized_laplaciano_1,normalized_media_1,originalGray_1,augmented_constrast_stretching_2,augmented_log_2,augmented_exponencial_2,augmented_laplaciano_2,augmented_media_2,normalized_constrast_stretching_2,normalized_log_2,normalized_exponencial_2,normalized_laplaciano_2,normalized_media_2,originalGray_2,augmented_constrast_stretching_3,augmented_log_3,augmented_exponencial_3,augmented_laplaciano_3,augmented_media_3,normalized_constrast_stretching_3,normalized_log_3,normalized_exponencial_3,normalized_laplaciano_3,normalized_media_3,originalGray_3,augmented_constrast_stretching_4,augmented_log_4,augmented_exponencial_4,augmented_laplaciano_4,augmented_media_4,normalized_constrast_stretching_4,normalized_log_4,normalized_exponencial_4,normalized_laplaciano_4,normalized_media_4,originalGray_4
1515883,306,230,7206390,44748,1291768,116901,91667,4166823,45063,928,10768505,2358,3283,9748873,50117,10583776,56410,34301,6118815,45438,3490,5054087,308,543,7629213,47073,4479078,85166,60280,4336041,44328,1112,5201415,306,400,7722587,47931,4699030,80867,49546,4440041,44789,1036
120895,25,396,2244067,6925,118903,51265,38588,369341,55794,262,113013,290,17288,3524954,17496,56229,52313,43285,483711,49336,16431,297981,52,1914,2882528,5877,132839,56731,44102,371018,54999,1709,266727,38,987,2928782,4162,130061,52234,38412,371036,54935,937
100008,30,567,999188,427,106113,58584,54690,314585,66678,367,104266,131,137122,1150685,46237,46391,70418,48820,400769,53024,51120,226101,36,9836,1265285,2744,115744,58020,48425,326840,58753,3934,204805,31,2979,1240508,1235,110262,59272,47640,338006,64788,2458
83477,30,787,525424,47,92933,58943,53253,267687,59226,447,52983,88,131528,508988,79656,37702,53719,42133,342086,60839,87762,177190,41,14783,677751,4559,100745,66166,52977,295479,57484,6893,159408,35,15827,667351,5437,95745,58957,55794,288330,59471,7607
77319,27,1215,296903,16,82863,60756,56902,239360,64891,571,99639,56,359406,284709,119167,40390,60214,55924,290836,56185,126926,154467,43,42397,423553,9893,88696,63065,61905,274497,66866,13344,141022,32,31552,421833,6905,86439,62058,54122,266113,58111,8668
66694,37,2153,191319,74,74179,63110,54492,218497,61615,759,28613,42,228184,181858,155446,27990,50174,49514,255815,55579,164365,128287,26,38028,302770,16843,82205,61289,56762,243147,63055,20852,117394,35,26446,303797,10928,78428,60993,51476,239728,61452,13953
62228,32,3514,147451,144,73583,62403,59667,203389,64678,973,25275,41,483861,127963,202511,32863,59468,43222,234741,51324,202715,117111,41,90375,239796,20126,73678,65839,55686,221366,67267,24536,106460,39,63578,240483,15759,72116,60440,53482,220331,61870,19606
58464,37,4852,126981,162,65546,61382,62832,183935,61510,1202,20075,36,533607,95862,211727,32097,66936,57587,212916,52271,217293,107640,45,126112,200248,28610,72903,57068,62884,202833,56963,33307,98830,41,167966,200437,17791,65397,63391,57038,201435,61454,21782
59566,28,13069,115322,408,65418,66541,59533,169652,64019,1572,49748,52,671696,74503,233623,20527,51921,52009,192583,60745,238327,107050,42,148062,173164,36764,69474,62502,62302,183472,61640,42498,96372,32,175209,172659,20435,64709,58568,59921,186266,57994,26092
55060,29,24674,107838,368,62024,64603,56827,152482,59079,1936,17851,67,671731,60156,250879,18862,61721,43640,171418,57236,250634,98719,40,170771,151187,45187,63451,59236,56775,165984,59394,49888,91326,42,164683,152535,29149,61956,66296,60366,164684,62146,35383
58484,32,38197,101232,602,62194,61936,66383,137434,61379,2665,50443,40,664834,49565,260424,25404,73909,67585,156985,66348,261086,103250,42,184938,135031,54796,62284,60256,61884,150553,58594,60092,91805,34,224822,135395,45258,58321,60840,61645,150761,68615,52102
54143,27,57720,96036,732,59235,63993,69702,121283,69020,3247,18035,40,656949,41837,265161,24152,54616,44257,141289,57399,271525,93919,42,189618,120463,62176,60373,62381,53423,132251,60106,66734,87332,41,196874,120863,49802,54702,64108,65745,134406,58783,54794
60456,31,85616,91864,2004,57034,66579,67570,109122,61454,5158,84476,43,657351,35229,320313,39270,53632,47482,120862,48436,319522,105834,44,193779,109960,64493,55083,56468,52682,118067,59889,70437,90504,30,267204,109485,61826,52617,54911,52086,116265,61118,68166
52857,29,135681,87369,4597,58186,62409,59490,93387,67997,8616,16987,24,663711,30503,351726,19504,67075,42246,103690,51926,351924,89011,29,223885,100125,72793,56483,60243,58006,101456,61671,77755,84317,28,238049,99307,79051,50516,75467,69345,100656,66797,85241
53765,25,115350,83643,5698,57380,63426,65497,83229,63553,10178,19081,33,985054,26276,336177,28862,53673,45342,89471,67608,336043,88370,40,310820,91723,77823,54782,58745,53976,87736,60580,82900,83427,40,363192,91079,81355,48801,58807,60059,88269,61290,86337
52712,25,104251,80117,9259,57695,64217,64866,71279,65253,14478,15110,30,627271,23244,334094,17474,65965,45959,77031,55081,335740,85328,40,244559,84270,80875,53121,66663,51637,75166,65487,87918,81286,34,446550,83467,73791,50014,69172,54609,75628,67234,79153
56021,17,101910,76863,11049,57633,63318,66416,60547,63816,17116,49927,16,524058,20070,330694,24736,43920,65446,65465,50793,330207,89693,28,261699,77463,82277,47996,62630,67412,63181,62852,87968,82501,30,492482,77007,74258,50443,57775,65733,62928,62613,78153
53892,18,112572,74423,12907,57171,60416,60667,50954,62436,20719,16006,30,474143,17937,329926,16361,79295,53416,54731,59560,334019,82790,25,383742,72421,90157,51597,62223,56959,53290,61262,96697,79639,18,585934,71534,73815,51575,58752,66604,53458,58961,76928
57507,20,129682,71886,17157,57201,62586,59044,42191,62068,26046,54474,23,502118,16109,323094,27325,59688,55882,44310,57202,326699,90764,27,341370,67330,88827,52952,61827,61110,45016,64787,94858,81817,29,649342,66541,75681,48112,56547,56968,44100,59105,78442
54625,14,111750,69671,21922,57919,62237,61530,36556,64345,30128,17087,30,414360,14402,324742,19525,60049,72175,37332,69523,329508,82498,26,478727,62796,84796,47381,60713,70106,36766,71296,92969,78232,28,629886,61699,79423,48473,62503,58028,36514,63439,82337
60229,15,122274,67279,28308,55085,63043,64047,31808,62711,36385,95391,33,544366,12718,320536,27209,79379,54455,32038,57784,327695,94559,27,439994,58374,82680,45633,65979,56330,30838,61925,91696,84675,33,573348,57779,87946,44569,57652,57478,29706,58791,91278
55577,14,158206,65606,38129,56260,61014,64532,27895,61506,44966,15528,42,305095,11331,315918,21106,53228,56881,25416,63974,327770,78988,26,547134,55438,87931,50847,61540,64746,25731,64396,98286,75683,21,620153,54641,88728,44926,59285,56465,23973,60391,90859
56626,14,156652,64385,42932,57127,59943,56986,25686,60921,48807,18732,38,354601,10183,310638,25976,76294,86380,21007,68610,316429,79315,18,554968,52210,93321,45526,63822,68962,21162,63948,103094,75426,22,530492,50756,86516,45894,60243,54703,20182,61469,89916
56980,21,187895,62049,42117,56564,61486,57571,22267,61332,48702,14221,37,190640,9259,320804,14332,58314,51060,16478,69468,332442,76601,17,464822,48704,99023,43836,58958,57949,17891,64203,108832,72404,13,525003,48149,86345,49154,68106,54228,16151,68598,92184
59255,13,186142,60151,41216,57025,60473,60652,21320,61827,49602,51258,65,219613,8629,337679,17078,59259,63271,13567,52359,340110,81400,26,515458,46923,100447,46101,59805,58075,14508,58964,108681,74348,27,569152,45018,99071,41721,60753,52086,12975,59678,100773
57890,12,227751,59050,44160,53934,58927,58997,20213,60877,51825,14472,40,168725,7779,341249,13929,50436,27304,10532,60665,340515,74678,24,514316,43443,107342,50579,58781,54856,12586,60737,111285,70749,25,490299,42377,104196,46431,58989,54998,10943,61206,104533
61618,10,222007,57302,50248,55794,61987,62727,20362,63208,58755,54794,52,154112,7041,335258,26954,45519,45579,8014,49051,337680,81305,30,503156,41861,113252,44288,63685,53659,10648,63773,114966,73377,31,508449,40240,108399,53952,62121,55196,8527,59515,110137
59909,13,274178,55671,43904,57591,57800,57439,20638,64173,51297,14831,51,196379,6490,328666,23441,45549,39778,6282,44645,322298,73286,33,416798,39638,115674,47783,58981,61143,9158,62924,112893,69141,24,462527,38098,112455,45716,58410,62594,6987,63802,115447
63707,6,262838,54737,40992,58489,57844,57373,22209,61105,49826,63273,93,188225,6020,297968,31304,76977,47146,5413,49104,292512,80961,44,458178,37637,118666,46205,60573,57016,8888,61821,117495,73672,30,401207,36059,122606,45907,59831,55476,5930,62195,125043
61509,14,308463,53144,39038,57318,67312,64888,23950,64741,48323,16206,162,164644,5410,278812,29694,83398,63192,3817,56417,274538,71884,86,449786,35979,118566,48453,62214,55949,8316,59745,117881,67862,30,414528,34526,127822,42381,59683,60984,5093,64324,131132
67965,7,304509,52476,39658,58210,58887,62193,25891,66085,49095,90108,485,213621,5123,250224,22616,71386,68023,2775,76119,241999,85975,77,406911,33809,121626,44990,61516,59543,7920,64437,123117,79408,62,377321,32576,133029,46881,70827,78069,4644,69795,137250
61803,12,356248,51589,39990,56558,61831,60450,28272,68209,49800,14449,1785,200749,4813,231725,17594,69805,67936,2454,94427,227387,69000,712,399618,32427,126422,45040,64493,61887,8353,68859,130394,66261,61,326827,31104,134946,45881,63520,59350,4344,67831,143068
62944,11,361289,50532,41435,62130,63410,60809,30540,67936,53706,18245,11299,143600,4373,221120,34385,85086,90057,1688,77472,228651,69340,74,388419,31134,143935,57736,71086,73174,8939,74280,152042,65638,63,271712,29520,153215,51536,68172,62431,4081,70866,167546
62469,17,342930,49480,36060,51551,57896,56081,33337,59118,45666,12879,771,220617,3996,179437,12589,38113,36631,1326,48233,171202,66540,75,369383,29604,134411,36089,54749,54057,9555,56855,130907,64138,66,239720,28164,146841,37363,54836,52524,4585,55549,148578
65170,11,384709,48188,38043,55473,59100,57678,36165,60237,49710,51050,343,225317,3712,178601,23132,48087,56072,861,56084,178500,73228,62,351971,28367,143367,43305,61408,63249,10349,58311,146580,66770,45,211358,26541,158397,40942,59927,59466,5130,56154,166066
63347,14,395859,47208,36343,54572,58311,56117,38714,61793,49338,13504,216,240561,3354,194602,13504,52707,46896,648,51622,190597,64483,44,331859,26995,154489,46006,65936,60929,11361,64739,156785,63120,52,200890,25463,170942,46628,65131,64868,5648,64407,179799
65834,15,391146,46025,37483,62074,63320,56956,41151,65243,52940,57963,208,235632,3205,218621,43226,76259,59378,460,56402,227025,75436,46,306299,25913,171626,59953,67878,60344,12372,68300,182661,63788,75,204429,24161,186995,54780,66590,73337,6363,69974,204111
64481,12,353323,45282,35578,50154,55872,54256,43783,60370,48149,13930,135,262155,2957,180438,12339,35408,38534,321,42383,155783,63517,57,328111,25160,162536,33809,53343,52747,13508,56441,159744,61862,69,193477,23486,180061,34851,55905,55334,7418,58335,183932
67514,9,382593,44187,36569,59394,57170,60631,45696,60482,51197,52638,134,333898,2681,190308,16158,82567,78360,269,63861,178032,75992,47,248868,23809,173862,36685,57423,59950,14738,58453,173966,62570,51,173165,22173,191909,42216,63061,59274,8268,59682,202105
65253,16,382867,43309,38379,52161,60179,58393,47163,62345,54260,13787,145,227530,2525,194005,22538,49605,74960,173,60808,178356,61869,56,232627,22578,182275,48753,60101,61028,15788,60095,182507,59937,53,205621,21070,211600,39831,65797,55105,9712,65841,213806
67149,11,366444,42780,41282,66277,64945,63425,48887,67562,60131,53369,128,247425,2374,216141,21099,91196,71220,142,80078,221730,71515,44,206284,22077,187822,49363,63976,64478,17187,66686,202716,59953,42,173084,20226,227910,53940,69611,57938,11315,66239,235043
65548,20,337567,41937,39215,48040,55819,53389,49651,59379,56432,14497,107,193264,2230,151658,10184,38118,34005,124,50412,126239,60491,42,204976,21191,180368,32196,52228,51403,18568,55622,183169,59099,53,195343,19154,213443,33695,56457,51109,12876,57548,205351
67103,7,354829,41142,40795,56599,59404,56349,49948,60778,59474,52921,130,170517,2009,158426,13934,71797,50363,70,58371,153880,71455,58,232011,20117,184314,41091,61602,56148,19494,63439,193978,59699,41,264914,18507,205942,40221,59441,57954,14410,61174,208529
66526,8,347882,40114,43460,58579,61451,59590,50587,61483,64085,15285,185,150056,2012,147295,27260,69237,64220,35,73921,140259,59263,40,176287,19458,189975,46914,67109,59082,20257,68277,199025,58024,58,224589,17678,198006,44438,64504,65726,15920,67290,206749
68175,19,337556,39175,44888,64444,64971,66140,49575,66617,68544,60222,172,126797,1899,147564,35170,80547,110227,31,97384,163406,71723,68,170533,18484,197042,62605,64618,76550,21379,66695,210243,58344,61,270705,17129,197847,56776,67459,69927,17935,70487,215373
67470,6,323958,38809,43307,47252,54823,52766,48411,57401,65801,18528,195,118918,1711,80567,12623,36679,34347,31,51552,70282,59044,94,196820,17997,190335,35423,52954,51639,22383,55279,188657,57036,71,228485,16352,181897,34125,56239,53843,20088,59000,186161
68123,18,304590,38172,46153,53752,58088,56676,46982,60444,69221,95479,1659,107430,1719,83816,29066,89592,50185,25,59974,88999,86277,77,160827,17258,195390,40935,57315,56430,22598,57784,192444,57489,70,277146,15619,179180,42037,60595,55896,21815,59151,184797
67910,18,290091,37447,48608,61581,57883,58302,45941,63572,73678,14953,475,78048,1576,82561,32089,55276,80787,13,65889,86670,56786,115,153310,16840,200280,41788,59998,57673,22784,63118,191697,54994,109,235287,15113,178736,43489,64129,62732,23831,66459,183266
67383,26,275316,36919,50893,67517,62942,61527,44039,65866,78653,18167,794,89768,1456,105036,26059,68565,104114,13,78168,118199,57076,164,185607,16302,201281,53806,75177,75110,23605,69918,198857,54356,133,284235,14424,178161,56313,71198,63771,25768,70421,185238
67041,19,258305,36042,51366,48472,53693,51920,42173,58151,76111,13436,1842,110691,1389,45840,10183,36979,38678,11,48340,38993,53639,221,154558,15328,192448,34510,52443,48942,23991,55015,181942,52414,203,293390,13903,168092,32438,54540,49643,27163,55805,168268
66753,16,218465,35475,54882,54063,64320,56642,40706,59931,80158,13727,37397,70887,1304,64003,15890,57440,35810,15,57298,71489,53720,2004,194563,14623,185572,36763,62534,52149,24281,57421,183367,53016,707,304174,13229,166445,39157,59972,57150,29159,59506,167512
69454,17,226254,34989,57459,56907,57267,56234,38569,63247,82862,56702,1559,68920,1273,63338,19575,77346,71470,16,67693,63280,67315,173,147325,14357,178974,48381,66323,57421,24535,69037,180479,54420,190,214703,12661,168253,41151,56722,57439,30605,61638,169538
69887,17,223857,33990,62398,64475,71205,66897,36680,65692,90132,57089,3458,46274,1138,86138,38500,97304,73285,18,63836,97440,68627,196,178127,13732,178720,53995,67628,71501,24347,73092,185846,55117,144,269709,12104,169755,57800,76294,66887,32269,70929,174819
68599,31,217810,33630,64827,46761,51410,49514,35657,56645,88223,15499,1357,33004,1041,41991,11950,37623,37382,23,48669,31364,52821,246,142373,13239,175469,34833,51154,50334,24805,55344,172212,52139,227,157568,11715,165471,34467,54426,52736,33066,56402,161133
